Source,Target,Type,Id,Label,Weight
3.0,6.0,Undirected,1,2,100,6
12.0,28.0,Undirected,2,2  4,100,28
13.0,16.0,Undirected,3,6   7  11  13,100,16
22.0,23.0,Undirected,4,6,100,23
24.0,26.0,Undirected,5,3   8  15,100,26
27.0,29.0,Undirected,6,11,200,29
32.0,37.0,Undirected,7,10  14,100,37
34.0,35.0,Undirected,8,7,100,35
38.0,40.0,Undirected,9,14,100,40
